Gmt time,Open,High,Low,Close,Volume
05.04.2018 19:45:00.000,107.460,107.489,107.452,107.465,1286.1299999999999
05.04.2018 20:00:00.000,107.467,107.478,107.371,107.404,1059.34
05.04.2018 20:15:00.000,107.405,107.405,107.391,107.396,444.08
05.04.2018 20:30:00.000,107.396,107.407,107.391,107.404,314.27000000000004
05.04.2018 20:45:00.000,107.403,107.408,107.369,107.381,351.28
05.04.2018 21:00:00.000,107.381,107.410,107.369,107.379,910.07
05.04.2018 21:15:00.000,107.380,107.410,107.367,107.394,1347.6100000000001
05.04.2018 21:30:00.000,107.397,107.403,107.367,107.379,859.32
05.04.2018 21:45:00.000,107.379,107.429,107.378,107.413,1033.69
05.04.2018 22:00:00.000,107.412,107.431,107.399,107.430,461.83
05.04.2018 22:15:00.000,107.431,107.435,107.399,107.429,338.34
05.04.2018 22:30:00.000,107.429,107.429,107.366,107.366,634.1199999999999
05.04.2018 22:45:00.000,107.366,107.377,107.155,107.156,2486.82
05.04.2018 23:00:00.000,107.156,107.197,107.075,107.082,3224.98
05.04.2018 23:15:00.000,107.086,107.124,107.047,107.078,1958.33
05.04.2018 23:30:00.000,107.078,107.109,107.029,107.093,2114.2400000000002
05.04.2018 23:45:00.000,107.094,107.135,107.000,107.106,2215.4500000000003
06.04.2018 00:00:00.000,107.105,107.170,107.064,107.133,3408.38
06.04.2018 00:15:00.000,107.135,107.160,107.064,107.132,2711.1900000000005
06.04.2018 00:30:00.000,107.131,107.156,107.098,107.150,1976.9900000000002
06.04.2018 00:45:00.000,107.150,107.187,107.118,107.152,2369.25
06.04.2018 01:00:00.000,107.153,107.183,107.010,107.048,2942.7999999999997
06.04.2018 01:15:00.000,107.046,107.125,106.994,107.113,2886.7200000000003
06.04.2018 01:30:00.000,107.113,107.156,107.091,107.127,3088.3
06.04.2018 01:45:00.000,107.126,107.153,107.105,107.143,2817.7
06.04.2018 02:00:00.000,107.145,107.181,107.130,107.169,1982.94
06.04.2018 02:15:00.000,107.170,107.264,107.143,107.207,2642.8999999999996
06.04.2018 02:30:00.000,107.206,107.211,107.171,107.183,1608.0800000000004
06.04.2018 02:45:00.000,107.183,107.222,107.175,107.217,1178.8299999999997
06.04.2018 03:00:00.000,107.218,107.244,107.175,107.200,1416.14
06.04.2018 03:15:00.000,107.200,107.281,107.196,107.272,1691.92
06.04.2018 03:30:00.000,107.272,107.285,107.244,107.266,2171.19
06.04.2018 03:45:00.000,107.263,107.275,107.213,107.228,1810.1000000000001
06.04.2018 04:00:00.000,107.229,107.284,107.224,107.252,1462.19
06.04.2018 04:15:00.000,107.252,107.370,107.244,107.348,2061.38
06.04.2018 04:30:00.000,107.348,107.439,107.344,107.394,2322.03
06.04.2018 04:45:00.000,107.394,107.403,107.319,107.351,2123.2799999999997
06.04.2018 05:00:00.000,107.350,107.381,107.316,107.349,2212.99
06.04.2018 05:15:00.000,107.350,107.374,107.306,107.313,2378.4300000000003
06.04.2018 05:30:00.000,107.313,107.314,107.270,107.292,1915.4999999999998
06.04.2018 05:45:00.000,107.291,107.344,107.268,107.286,1593.77
06.04.2018 06:00:00.000,107.288,107.367,107.276,107.346,1844.79
06.04.2018 06:15:00.000,107.345,107.392,107.328,107.340,2013.65
06.04.2018 06:30:00.000,107.344,107.382,107.313,107.376,1932.9599999999998
06.04.2018 06:45:00.000,107.375,107.430,107.364,107.418,1949.44
06.04.2018 07:00:00.000,107.419,107.431,107.351,107.379,2489.5799999999995
06.04.2018 07:15:00.000,107.381,107.448,107.371,107.437,1971.94
06.04.2018 07:30:00.000,107.437,107.460,107.399,107.403,1676.3700000000001
06.04.2018 07:45:00.000,107.403,107.428,107.370,107.400,1662.41
06.04.2018 08:00:00.000,107.405,107.443,107.356,107.371,1721.84
06.04.2018 08:15:00.000,107.371,107.424,107.352,107.412,1636.9300000000003
06.04.2018 08:30:00.000,107.414,107.429,107.373,107.402,1095.16
06.04.2018 08:45:00.000,107.401,107.416,107.371,107.414,1216.3999999999999
06.04.2018 09:00:00.000,107.414,107.422,107.390,107.404,1081.95
06.04.2018 09:15:00.000,107.403,107.415,107.365,107.384,1448.0900000000001
06.04.2018 09:30:00.000,107.384,107.387,107.327,107.348,1265.4300000000003
06.04.2018 09:45:00.000,107.346,107.351,107.323,107.329,1113.3600000000001
06.04.2018 10:00:00.000,107.325,107.393,107.323,107.340,1429.54
06.04.2018 10:15:00.000,107.340,107.387,107.328,107.380,1123.67
06.04.2018 10:30:00.000,107.380,107.402,107.368,107.384,1037.7
06.04.2018 10:45:00.000,107.385,107.391,107.353,107.387,1033.06
06.04.2018 11:00:00.000,107.387,107.392,107.313,107.329,1328.8399999999997
06.04.2018 11:15:00.000,107.330,107.378,107.310,107.370,1139.1099999999997
06.04.2018 11:30:00.000,107.368,107.371,107.320,107.354,1236.8
06.04.2018 11:45:00.000,107.354,107.354,107.307,107.308,1380.8899999999999
06.04.2018 12:00:00.000,107.309,107.365,107.295,107.341,1780.53
06.04.2018 12:15:00.000,107.341,107.402,107.324,107.401,1598.0500000000002
06.04.2018 12:30:00.000,107.406,107.406,107.125,107.298,6135.699999999999
06.04.2018 12:45:00.000,107.299,107.406,107.204,107.225,3446.520000000001
06.04.2018 13:00:00.000,107.223,107.248,107.101,107.134,3716.89
06.04.2018 13:15:00.000,107.135,107.136,106.988,107.059,3825.85
06.04.2018 13:30:00.000,107.057,107.185,107.029,107.164,4026.47
06.04.2018 13:45:00.000,107.163,107.285,107.144,107.216,3547.28
06.04.2018 14:00:00.000,107.216,107.252,107.137,107.140,3217.4800000000005
06.04.2018 14:15:00.000,107.140,107.256,107.129,107.221,2868.32
06.04.2018 14:30:00.000,107.221,107.222,107.113,107.145,3076.09
06.04.2018 14:45:00.000,107.144,107.177,107.071,107.119,3625.9600000000005
06.04.2018 15:00:00.000,107.118,107.118,106.952,107.063,3785.390000000001
06.04.2018 15:15:00.000,107.064,107.088,106.948,107.007,3120.499999999999
06.04.2018 15:30:00.000,107.009,107.099,107.009,107.023,2820.4900000000002
06.04.2018 15:45:00.000,107.023,107.061,106.978,107.044,2994.5200000000004
06.04.2018 16:00:00.000,107.044,107.103,107.032,107.039,2437.7499999999995
06.04.2018 16:15:00.000,107.040,107.069,106.996,107.063,2275.4100000000003
06.04.2018 16:30:00.000,107.062,107.154,107.041,107.116,2886.8999999999996
06.04.2018 16:45:00.000,107.115,107.127,107.080,107.108,2395.4700000000003
06.04.2018 17:00:00.000,107.108,107.108,107.026,107.064,2755.7800000000007
06.04.2018 17:15:00.000,107.063,107.081,107.035,107.069,2274.4
06.04.2018 17:30:00.000,107.067,107.110,106.990,107.007,2809.61
06.04.2018 17:45:00.000,107.007,107.015,106.830,106.852,3652.86
06.04.2018 18:00:00.000,106.851,106.908,106.824,106.870,3040.14
06.04.2018 18:15:00.000,106.868,106.930,106.851,106.889,2386.17
06.04.2018 18:30:00.000,106.886,106.923,106.844,106.899,2796.45
06.04.2018 18:45:00.000,106.899,106.903,106.837,106.841,2780.4500000000007
06.04.2018 19:00:00.000,106.840,106.893,106.775,106.893,3085.81
06.04.2018 19:15:00.000,106.894,106.922,106.853,106.859,3471.19
06.04.2018 19:30:00.000,106.860,106.891,106.847,106.862,2926.0399999999995
06.04.2018 19:45:00.000,106.861,106.903,106.846,106.870,2949.69
06.04.2018 20:00:00.000,106.870,106.893,106.844,106.887,1303.9199999999998
06.04.2018 20:15:00.000,106.888,106.924,106.886,106.914,492.67999999999995
06.04.2018 20:30:00.000,106.915,106.975,106.908,106.975,661.71
06.04.2018 20:45:00.000,106.976,106.976,106.902,106.902,590.8900000000001
